first_name,second_name,web_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,id,in_dreamteam,news,news_added,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Morgan,Rogers,Rogers,50,,,244850,0,0,0,0,0,3,1.9,2.4,1,1.0,803,False,,,244850.jpg,1.0,0.0,False,,a,2,7,1,308,125,63,58,0.2,0.2,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,4.0,0.3,0,0.16,0.00,0.16,0.15,788,339,497,239,434,215,510,232,,,,,,,1.6,0.0,0.0,1.6,1.5,0.0,202,126,260,121,484,229,761,319,0.0,0.0
Jacob,Ramsey,J.Ramsey,59,100.0,100.0,232653,0,0,-1,1,0,3,0.7,1.2,1,0.7,55,False,,2024-01-15T07:30:09.692942Z,232653.jpg,1.6,0.1,False,,a,2,7,19,17356,407,23317,482,0.1,3.2,550,1,0,0,7,0,0,0,2,0,0,0,57,94.0,90.6,106.0,29.2,4,0.77,0.88,1.65,7.07,333,144,242,140,190,108,295,138,,,,,,,0.13,0.0,0.14,0.27,1.16,1.15,68,43,304,145,370,163,405,130,0.65,0.0
Filip,Marschall,Marschall,40,0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,0.0,670,False,Joined Milton Keynes Dons on a season-long loan,2024-01-22T11:44:07.815159Z,462381.jpg,0.0,0.0,False,,u,2,7,0,3154,0,2486,109,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,596,75,581,58,538,47,601,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,714,55,461,67,604,74,573,73,0.0,0.0
Jaden,Philogene-Bidace,Philogene,45,0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,0.0,54,False,Transferred to Hull City,2023-09-02T08:48:12.680336Z,481624.jpg,1.0,0.1,False,,u,2,7,1,3755,0,14571,27,0.0,0.2,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,511,232,482,234,444,220,503,227,,,,,,,0.0,0.0,0.0,0.0,19.5,30.0,436,254,642,240,457,209,506,174,0.0,0.0
Douglas Luiz,Soares de Paulo,Douglas Luiz,55,100.0,100.0,230046,-1,1,0,0,2,3,3.0,3.5,5,3.0,43,False,,2023-12-09T20:00:09.137355Z,230046.jpg,4.7,8.7,False,,a,2,7,103,2175983,41354,1573951,77526,0.5,18.7,1878,6,4,5,29,0,0,0,6,0,0,19,464,537.6,575.0,253.0,136.6,22,5.03,3.37,8.40,27.90,31,11,16,11,81,53,25,15,1.0,,1.0,,1.0,,0.24,0.0,0.16,0.4,1.34,1.39,107,65,106,48,29,19,45,16,1.05,0.24
Tyrone,Mings,Mings,41,0.0,0.0,149484,0,0,-4,4,0,2,0.0,0.0,0,0.0,51,False,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,149484.jpg,0.0,1.1,False,,i,2,7,0,10382,59,1071505,824,0.0,0.0,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,486,179,412,150,422,153,471,169,,,,,,,0.03,0.0,0.48,0.51,3.24,6.0,656,164,500,200,641,244,176,69,3.0,0.0
Robin,Olsen,Olsen,39,100.0,100.0,111782,0,0,-1,1,0,1,0.0,0.5,0,0.0,53,False,,2023-12-29T16:00:09.710707Z,111782.jpg,2.0,0.6,False,,a,2,7,2,26302,382,56471,601,0.0,0.5,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,457,33,510,22,464,11,483,33,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,766,71,380,32,289,30,218,30,1.0,0.0
Leon,Bailey,Bailey,56,100.0,100.0,215711,0,0,1,-1,1,3,4.7,5.2,7,4.7,34,False,,2023-12-15T09:30:09.140206Z,215711.jpg,4.2,3.5,False,,a,2,7,88,759600,26520,502711,26855,0.8,15.7,1009,7,6,4,13,0,0,0,3,0,0,6,280,418.0,369.6,355.0,114.2,10,3.12,3.92,7.04,15.27,61,23,47,38,52,29,42,30,3.0,,,,,,0.28,0.0,0.35,0.63,1.36,1.16,93,57,50,24,42,27,92,30,0.89,0.36
Emiliano,Buendía Stati,Buendia,57,0.0,0.0,195546,0,0,-3,3,0,3,0.0,0.0,0,0.0,35,False,Knee injury - Expected back 13 Apr,2023-08-10T11:00:05.686871Z,195546.jpg,0.0,0.0,False,,i,2,7,0,794,27,17155,33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,801,349,801,349,801,349,801,349,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,85,52,785,338,800,349,554,199,0.0,0.0
Matty,Cash,Cash,46,100.0,100.0,199796,-1,1,1,-1,1,2,1.0,1.5,1,1.0,36,False,,2023-12-22T23:30:09.762009Z,199796.jpg,2.6,15.4,False,,a,2,7,53,3794021,17206,3087357,87423,0.2,11.5,1399,2,1,3,21,1,0,0,5,0,0,4,253,320.8,165.7,327.0,81.4,16,3.96,1.87,5.83,20.72,125,44,146,30,60,1,102,17,,,,,,,0.25,0.0,0.12,0.37,1.33,1.35,340,43,250,80,208,61,25,9,1.03,0.19
Calum,Chambers,Chambers,38,,,101184,0,0,-2,2,0,2,0.0,0.5,0,0.0,37,False,,,101184.jpg,0.0,1.1,False,,a,2,7,0,72138,14187,103341,2998,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,522,184,502,183,455,165,526,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,806,259,370,121,529,179,183,72,0.0,0.0
Philippe,Coutinho Correia,Coutinho,58,0.0,0.0,84583,0,0,-2,2,0,3,0.0,0.0,0,0.0,38,False,Joined Al-Duhail on loan for the rest of the season,2023-08-20T22:00:05.790965Z,84583.jpg,1.0,0.2,False,,u,2,7,2,4781,0,47763,44,0.0,0.3,24,0,0,0,1,0,0,0,0,0,0,0,7,4.0,2.8,12.0,1.8,0,0.15,0.02,0.17,0.68,485,217,445,218,411,203,477,216,,,,,,,0.56,0.0,0.08,0.64,2.55,3.75,73,47,786,339,488,232,345,107,0.0,0.0
Keinan,Davis,Davis,49,0.0,0.0,221239,0,0,-1,1,0,4,0.0,0.0,0,0.0,39,False,Transferred to Udinese,2023-09-03T20:12:01.415986Z,221239.jpg,0.0,0.1,False,,u,2,7,0,4950,0,23198,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,775,95,772,95,766,95,777,95,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,249,54,729,84,775,95,400,62,0.0,0.0
Leander,Dendoncker,Dendoncker,49,0.0,0.0,151589,0,0,-1,1,1,3,0.0,0.0,0,0.0,40,False,Has joined Napoli on loan for the remainder of the season,2024-01-29T08:13:57.106504Z,151589.jpg,2.5,0.0,False,,u,2,7,20,3934,0,5024,267,0.0,4.1,118,1,1,0,3,0,0,0,0,0,0,3,64,59.2,3.9,37.0,10.0,1,0.73,0.01,0.74,1.58,380,166,441,216,315,166,410,188,,,,,,,0.56,0.0,0.01,0.57,1.21,2.29,232,150,720,293,225,99,605,226,0.76,0.0
Diego Carlos,Santos Silva,Diego Carlos,44,100.0,100.0,165659,0,0,-1,1,0,2,3.7,4.2,6,3.7,41,False,,2023-11-10T02:00:09.636100Z,165659.jpg,2.3,0.7,False,,a,2,7,37,97170,8423,79412,3505,0.8,8.4,1066,0,0,4,15,0,0,0,3,0,0,1,208,212.0,42.6,65.0,31.9,12,0.58,0.28,0.86,15.39,222,79,337,114,253,70,279,95,,,,,,,0.05,0.0,0.02,0.07,1.3,1.27,514,92,72,20,250,79,206,81,1.01,0.34
Alexandre,Moreno Lopera,Alex Moreno,51,100.0,100.0,106468,0,0,1,-1,2,2,6.7,7.2,14,6.7,32,False,,2023-09-24T22:30:06.810510Z,106468.jpg,3.5,2.3,False,,a,2,7,35,322913,83633,103247,12429,1.3,6.9,535,2,0,2,10,1,0,0,0,0,0,5,122,158.0,104.0,120.0,38.1,5,1.05,0.82,1.87,7.89,274,106,222,57,175,33,243,75,,,,,,,0.18,0.0,0.14,0.32,1.33,1.68,163,17,16,2,100,16,126,53,0.84,0.34
Jhon,Durán,Duran,50,0.0,0.0,476344,0,0,0,0,0,4,0.0,0.0,0,0.3,44,False,Hamstring injury - Unknown return date,2024-01-25T17:30:08.815370Z,476344.jpg,1.7,0.2,False,,i,2,7,24,50834,32,49061,950,0.1,4.8,174,2,1,0,1,0,0,0,4,0,0,3,72,81.2,30.5,103.0,20.8,0,1.23,0.05,1.27,2.22,353,40,360,49,195,42,346,44,,,,,,,0.64,0.0,0.03,0.67,1.15,0.52,210,47,356,46,356,47,354,54,0.0,0.0
Kortney,Hause,Hause,39,,,123354,0,0,-1,1,0,2,0.0,0.5,0,0.0,45,False,,,123354.jpg,0.0,0.2,False,,a,2,7,0,13537,210,19673,345,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,529,187,511,186,465,169,533,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,767,240,381,126,536,182,328,129,0.0,0.0
Tim,Iroegbunam,Iroegbunam,44,100.0,100.0,490094,0,0,-1,1,0,3,0.3,0.8,1,0.3,46,False,,2023-08-10T15:00:04.998490Z,490094.jpg,1.0,0.0,False,,a,2,7,2,1630,37,3895,43,0.1,0.5,23,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.8,0.0,0.1,0,0.00,0.00,0.00,1.11,505,229,466,226,636,250,518,236,,,,,,,0.0,0.0,0.0,0.0,4.34,0.0,569,323,328,151,441,198,615,232,0.0,0.0
Boubacar,Kamara,Kamara,50,100.0,100.0,226944,0,0,0,0,0,3,2.3,2.8,3,2.3,47,False,,2023-12-17T21:30:08.114524Z,226944.jpg,2.0,0.1,False,,a,2,7,38,15516,439,18726,266,0.5,7.6,1589,0,1,7,21,0,0,0,7,1,0,1,228,242.4,288.2,44.0,57.3,19,0.13,1.35,1.48,23.28,195,79,75,56,301,160,169,88,,,,,,,0.01,0.0,0.08,0.09,1.32,1.19,200,124,143,62,306,130,406,131,1.08,0.4
Ezri,Konsa Ngoyo,Konsa,46,0.0,,199798,0,0,1,-1,0,2,0.0,3.2,1,2.7,48,False,Knee injury - Expected back 02 Mar,2024-02-05T23:30:08.432257Z,199798.jpg,2.6,2.5,False,,i,2,7,59,424166,3749,285083,87385,0.6,12.8,1996,0,1,5,30,0,0,0,5,0,0,4,374,369.4,117.5,157.0,64.6,23,1.87,0.78,2.65,28.97,89,32,197,46,148,21,139,30,,,,,,,0.08,0.0,0.04,0.12,1.31,1.35,341,44,118,34,209,62,122,52,1.04,0.23
Emiliano,Martínez Romero,Martinez,52,100.0,100.0,98980,0,0,2,-2,0,1,6.0,6.5,7,6.0,49,False,,2023-11-24T19:00:09.689065Z,98980.jpg,3.6,12.6,False,,a,2,7,79,1253442,41841,817326,33183,1.2,15.2,1980,0,0,6,29,1,0,0,4,0,65,12,421,553.2,20.0,0.0,57.4,22,0.00,0.00,0.00,29.53,24,8,388,3,789,89,167,9,,,,,,,0.0,2.95,0.0,0.0,1.34,1.32,150,5,25,2,88,11,33,5,1.0,0.27
John,McGinn,McGinn,55,100.0,100.0,122806,0,0,0,0,0,3,4.0,4.5,8,4.0,50,False,,2023-11-20T10:00:08.648383Z,122806.jpg,3.9,1.6,False,,a,2,7,90,318697,10607,216239,11711,0.7,16.4,1954,6,2,6,28,0,0,0,6,0,0,8,339,457.2,467.1,303.0,123.0,23,4.29,3.37,7.66,26.40,48,16,29,23,67,40,32,21,2.0,,3.0,,,,0.2,0.0,0.16,0.36,1.22,1.29,101,60,66,28,62,37,150,44,1.06,0.28
Lucas,Digne,Digne,46,75.0,50.0,101188,0,0,1,-1,1,2,0.0,0.2,0,0.0,42,False,Lack of match fitness - 75% chance of playing,2023-12-27T18:30:08.720986Z,101188.jpg,3.1,2.5,False,,d,2,7,56,986100,364,893726,18284,0.0,12.2,1521,0,3,5,20,0,0,0,5,0,0,2,283,278.2,467.3,122.0,86.8,18,0.37,2.74,3.11,21.91,157,58,28,5,171,30,88,11,4.0,,2.0,,,,0.02,0.0,0.16,0.18,1.3,1.18,335,40,693,249,145,37,121,51,1.07,0.3
Antoine,Semenyo,Semenyo,45,100.0,100.0,437730,0,0,0,0,0,4,1.0,1.0,1,1.0,82,False,,2024-01-01T13:00:10.892809Z,437730.jpg,2.8,1.8,False,,a,3,91,50,708228,4403,655241,13324,0.2,11.1,955,3,3,4,17,0,0,0,3,0,0,4,160,212.6,174.7,363.0,75.0,13,2.31,0.78,3.09,15.53,221,29,139,19,50,22,116,23,,,,,,,0.22,0.0,0.07,0.29,1.46,1.6,414,73,247,34,185,33,143,22,1.23,0.38
Marcos,Senesi,Senesi,45,100.0,100.0,221466,0,0,0,0,2,2,1.0,1.0,1,1.0,83,False,,2023-12-31T22:30:09.713753Z,221466.jpg,3.1,3.0,False,,a,3,91,59,675304,12993,388185,22444,0.2,13.1,1385,2,2,4,27,0,0,0,6,0,0,7,278,433.6,147.3,71.0,65.5,15,0.81,1.14,1.95,24.77,55,16,167,34,238,65,137,28,,,,,,,0.05,0.0,0.07,0.12,1.61,1.75,390,71,244,76,144,36,109,41,0.97,0.26
Adam,Smith,Smith,44,100.0,100.0,54469,0,0,-1,1,0,2,1.3,1.3,2,1.3,84,False,,2024-01-22T01:00:09.769539Z,54469.jpg,2.8,0.1,False,,a,3,91,37,22877,1135,15146,843,0.3,8.4,920,0,2,3,14,0,0,0,0,0,0,0,182,187.6,134.6,4.0,32.8,10,0.00,0.88,0.88,12.11,246,93,178,36,429,158,273,90,,,,,,,0.0,0.0,0.09,0.09,1.18,1.37,500,85,204,58,180,49,384,150,0.98,0.29
Dominic,Solanke,Solanke,70,100.0,100.0,154566,-1,1,5,-5,2,4,4.0,4.0,2,4.0,85,False,,2023-09-28T03:30:08.465399Z,154566.jpg,5.0,24.2,False,,a,3,91,110,3877442,61987,1673640,396165,0.6,15.7,1957,13,1,5,38,0,0,0,1,0,0,12,357,568.2,223.3,850.0,164.3,22,11.37,1.03,12.40,33.39,20,4,104,10,4,3,14,5,,,,,1.0,,0.52,0.0,0.05,0.57,1.54,1.75,32,12,69,16,26,6,13,4,1.01,0.23
Marcus,Tavernier,Tavernier,54,100.0,100.0,201658,0,0,-1,1,1,3,1.7,1.7,1,1.7,86,False,,2023-07-26T15:30:04.076941Z,201658.jpg,3.4,0.5,False,,a,3,91,65,192115,4618,145716,11755,0.3,12.0,1395,2,4,5,27,0,0,0,1,0,0,5,249,339.0,411.0,309.0,105.9,16,2.77,2.66,5.43,21.60,110,42,39,32,66,39,54,40,1.0,,2.0,,,,0.18,0.0,0.17,0.35,1.39,1.74,117,70,199,96,112,57,229,70,1.03,0.32
Hamed,Traorè,Hamed Traorè,47,0.0,0.0,424044,0,0,-3,3,0,3,0.0,0.0,0,0.0,87,False,On loan to Napoli until the end of the season,2023-12-06T23:30:08.350358Z,424044.jpg,1.0,0.0,False,,u,3,91,3,619,0,2146,13,0.0,0.6,44,0,0,0,1,0,0,0,0,0,0,0,10,12.8,14.8,30.0,5.7,0,0.17,0.01,0.18,0.84,455,202,404,201,339,173,435,198,,,,,,,0.35,0.0,0.02,0.37,1.72,2.05,324,214,700,278,473,220,657,255,0.0,0.0
Mark,Travers,Travers,40,100.0,100.0,229600,0,0,0,0,0,1,0.0,0.0,0,0.0,88,False,,2023-07-28T08:25:34.409705Z,229600.jpg,0.0,0.1,False,,a,3,91,0,861,183,9496,79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,576,68,561,51,518,40,581,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,689,48,437,60,584,67,434,62,0.0,0.0
Illia,Zabarnyi,Zabarnyi,44,,,477580,0,0,-1,1,0,2,1.3,1.3,2,1.3,89,False,,,477580.jpg,2.1,0.2,False,,a,3,91,46,39201,2655,31002,1207,0.3,10.5,1980,0,0,5,41,0,0,0,3,0,0,1,340,378.8,53.9,30.0,46.3,22,0.43,0.37,0.80,34.92,84,30,313,104,337,112,209,62,,,,,,,0.02,0.0,0.02,0.04,1.59,1.86,563,118,208,62,278,92,315,122,1.0,0.23
Alex,Scott,Scott,49,100.0,100.0,503139,0,0,-1,1,0,3,1.3,1.3,1,1.3,644,False,,2023-11-04T19:30:09.474630Z,503139.jpg,2.4,0.0,False,,a,3,91,22,5217,244,3757,469,0.3,4.5,477,1,1,1,12,0,0,0,2,0,0,3,84,108.4,80.5,34.0,22.2,5,0.25,0.46,0.71,6.25,320,136,259,148,328,170,338,151,3.0,,3.0,,,,0.05,0.0,0.09,0.14,1.18,2.26,270,173,223,107,249,108,572,210,0.94,0.19
Ionuț,Radu,Radu,44,,,215531,0,0,-1,1,0,1,0.0,0.0,0,0.0,607,False,,,215531.jpg,1.0,0.1,False,,a,3,91,2,5437,115,9436,122,0.0,0.5,180,0,0,0,7,0,0,0,0,0,5,0,31,33.0,0.0,0.0,3.3,2,0.00,0.00,0.00,2.76,424,31,648,77,617,68,459,31,,,,,,,0.0,2.5,0.0,0.0,1.38,3.5,532,28,562,84,438,35,421,58,1.0,0.0
Ben,Greenwood,Greenwood,40,0.0,,474772,0,0,0,0,0,2,0.0,0.0,0,0.0,619,False,Season-long loan to Eastleigh,2024-02-04T18:34:01.223064Z,474772.jpg,0.0,0.2,False,,u,3,91,0,14881,61,17438,899,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,601,224,586,223,544,210,606,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,721,208,466,174,609,220,349,136,0.0,0.0
Max,Aarons,Aarons,44,0.0,0.0,232980,0,0,-1,1,0,2,0.0,0.0,0,0.0,643,False,Hamstring injury - Unknown return date,2024-01-22T01:00:10.889125Z,232980.jpg,1.6,0.1,False,,i,3,91,23,29160,27,31563,368,0.0,5.2,1084,0,1,2,30,0,0,0,1,0,0,0,174,168.2,108.4,26.0,30.3,12,0.02,0.87,0.89,24.26,262,101,214,53,354,120,288,99,,,,,,,0.0,0.0,0.07,0.07,2.01,2.49,543,112,567,233,363,128,381,147,1.0,0.17
Tyler,Adams,Adams,49,0.0,0.0,200785,0,0,-1,1,0,3,0.0,0.0,0,0.0,673,False,Hamstring injury - Expected back 02 Mar,2023-10-05T08:30:09.546767Z,200785.jpg,0.0,0.0,False,,i,3,91,0,700,29,659,12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,773,329,771,329,765,325,776,331,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,241,156,725,298,774,330,755,315,0.0,0.0
Romain,Faivre,Faivre,50,,,441240,0,0,0,0,0,3,0.0,0.0,0,0.0,799,False,,,441240.jpg,0.0,0.0,False,,a,3,91,0,60,31,11,9,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.9,0.0,0.1,0,0.00,0.01,0.01,0.00,789,340,461,224,784,339,523,240,,,,,,,0.0,0.0,0.9,0.9,0.0,0.0,206,130,751,316,788,340,798,345,0.0,0.0
Max,Kinsey-Wellings,Kinsey-Wellings,40,,,496683,0,0,0,0,0,2,0.0,0.0,0,0.0,802,False,,,496683.jpg,0.0,0.0,False,,a,3,91,0,151,134,13,10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,608,228,593,227,552,215,613,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,730,214,474,179,616,224,772,258,0.0,0.0
Enes,Ünal,Enes Ünal,50,,,168636,0,0,0,0,0,4,1.7,1.7,0,0.0,804,False,,,168636.jpg,0.0,0.0,False,,a,3,91,0,618,401,115,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,784,96,784,96,779,96,786,96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,188,45,745,87,784,96,725,99,0.0,0.0
Milos,Kerkez,Kerkez,44,100.0,100.0,544877,0,0,-1,1,0,2,0.7,0.7,1,0.7,595,False,,2023-12-21T15:00:10.669352Z,544877.jpg,1.9,0.2,False,,a,3,91,33,36566,190,45350,470,0.2,7.5,1179,0,1,3,26,1,0,0,2,0,0,1,165,193.6,106.4,30.0,33.0,13,0.18,0.52,0.70,25.11,237,86,217,54,338,113,271,89,,,,,,,0.01,0.0,0.04,0.05,1.92,1.98,583,123,285,94,314,109,335,132,0.99,0.23
Joe,Rothwell,Rothwell,48,0.0,0.0,156685,0,0,-2,2,0,3,0.0,0.0,0,0.0,81,False,On loan to Southampton until the end of the season,2024-01-17T09:57:46.390612Z,156685.jpg,1.2,0.0,False,,u,3,91,13,836,0,1937,32,0.0,2.7,380,0,0,0,12,0,0,0,0,0,0,0,54,45.8,63.9,5.0,11.6,3,0.06,0.22,0.28,11.24,403,180,290,158,425,212,399,182,,,,,,,0.01,0.0,0.05,0.06,2.66,2.84,285,185,706,283,408,184,645,246,0.71,0.0
Luis,Sinisterra,Sinisterra,55,,,224995,0,0,0,0,0,3,3.0,3.0,7,3.0,705,False,,,224995.jpg,2.5,0.1,False,,a,3,91,37,9187,1702,6072,444,0.5,6.7,504,2,2,1,10,0,0,0,0,0,0,2,122,185.2,157.3,209.0,55.3,4,1.92,0.75,2.67,7.93,249,101,154,101,112,72,173,89,,,,,,,0.34,0.0,0.13,0.47,1.42,1.79,106,64,105,47,232,104,490,165,0.71,0.18
Ben,Pearson,Pearson,45,0.0,0.0,156687,0,0,0,0,0,3,0.0,0.0,0,0.0,79,False,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,156687.jpg,0.0,0.0,False,,u,3,91,0,0,0,109,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,683,265,676,266,655,257,688,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,370,227,598,217,688,270,800,346,0.0,0.0
Jaidon,Anthony,Anthony,49,0.0,0.0,444180,0,0,-1,1,0,3,0.0,0.0,0,0.0,62,False,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,444180.jpg,1.0,0.0,False,,u,3,91,3,1618,0,12804,16,0.0,0.6,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,467,208,437,214,395,195,464,211,,,,,,,0.04,0.0,0.01,0.05,2.65,2.98,266,170,735,304,481,226,544,193,1.19,0.0
Philip,Billing,Billing,52,0.0,100.0,168991,0,0,-3,3,0,3,0.0,-0.3,-2,-0.3,63,False,Suspended until 03 Mar,2024-02-04T21:00:08.947509Z,168991.jpg,2.5,0.3,False,,s,3,91,49,65054,195,111362,4136,-0.1,9.4,1195,2,3,1,31,0,0,0,3,1,0,3,186,267.2,246.7,217.0,72.8,12,2.08,1.76,3.84,25.44,171,72,95,71,104,67,117,71,,,1.0,,,,0.16,0.0,0.13,0.29,1.92,2.33,154,96,807,352,229,102,285,94,0.9,0.08
David,Brooks,Brooks,47,0.0,0.0,111317,0,0,-3,3,0,3,0.0,0.0,0,0.3,64,False,Joined Southampton on loan until the end of the season,2024-02-01T07:18:01.865952Z,111317.jpg,1.8,0.1,False,,u,3,91,23,9628,0,15341,368,0.1,4.9,271,1,1,0,7,0,0,0,1,0,0,2,71,88.2,112.4,113.0,31.4,2,2.45,0.47,2.92,6.08,340,146,204,125,182,105,287,135,,,,,,,0.81,0.0,0.16,0.97,2.02,2.32,313,204,345,161,336,143,499,170,0.66,0.0
Darren,Randolph,Randolph,40,100.0,100.0,32259,0,0,0,0,0,1,0.0,0.0,0,0.0,80,False,,2023-10-28T18:00:07.926322Z,32259.jpg,0.0,0.4,False,,a,3,91,0,8919,193,28554,349,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,553,59,538,42,494,31,558,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661,39,411,51,560,58,250,34,0.0,0.0
Ryan,Christie,Christie,50,100.0,100.0,158499,0,0,0,0,0,3,1.3,1.3,1,1.3,65,False,,2024-02-05T14:00:08.189778Z,158499.jpg,2.3,0.1,False,,a,3,91,51,20678,249,18343,769,0.3,10.2,1715,0,2,5,34,0,0,0,3,0,0,3,238,317.6,364.9,234.0,92.0,21,1.00,2.53,3.53,28.00,128,55,52,43,94,60,74,52,4.0,,,,,,0.05,0.0,0.13,0.18,1.47,1.78,185,112,225,109,256,111,476,160,1.1,0.26
Siriki,Dembélé,Siriki,45,0.0,0.0,244085,0,0,0,0,0,3,0.0,0.0,0,0.0,67,False,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,244085.jpg,0.0,0.0,False,,u,3,91,0,0,0,392,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,693,269,688,270,669,261,698,272,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,401,233,618,222,699,274,768,322,0.0,0.0
Ryan,Fredericks,Fredericks,43,0.0,0.0,81012,0,0,-2,2,0,2,0.0,0.0,0,0.0,68,False,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,81012.jpg,0.0,0.0,False,,i,3,91,0,788,20,2392,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,637,248,623,247,591,242,641,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,591,126,517,210,645,245,677,237,0.0,0.0
James,Hill,Hill,40,0.0,0.0,463981,0,0,0,0,0,2,0.0,0.0,0,0.3,69,False,Ankle injury - Expected back 16 Mar,2024-01-26T02:00:09.620549Z,463981.jpg,1.0,0.1,False,,i,3,91,2,6746,28,22185,114,0.1,0.5,69,0,0,0,1,0,0,0,0,0,0,0,11,22.2,2.2,0.0,2.5,1,0.00,0.01,0.01,1.15,443,162,448,165,541,208,469,167,,,,,,,0.0,0.0,0.01,0.01,1.5,1.3,717,205,311,102,428,149,407,157,1.3,0.0
